entry_id	gh_lemma_1_orth	gh_lemma_1_ipa	gh_lemma_1_ipa_test	gh_lemma_2_orth	gh_lemma_2_ipa	gh_lemma_2_ipa_test	gloss	gloss_register_note	pos	pos_subtype	nom_stem_class	noun_gender	verb_thematicity	verb_stem_type	lemma_1_pre_root	lemma_1_pre_root_status	lemma_1_pre_ety	lemma_1_pre_ipa	lemma_2_pre_ety	lemma_2_pre_ipa	lemma_3_pre_ety	lemma_3_pre_ipa	entry_status	entry_formation_type	entry_historical_type	entry_source(s)	source_notes	note	cog_Celtic	cog_Germanic	cog_Italic	cog_Greek	cog_Sanskrit	cog_Baltic	cog_Slavic	cog_Armenian	cog_Albanian	cog_Anatolian	cog_Tocharian	key_forms	derived_forms	compounds	semantic_field	semantic_subfield	register	synonyms	antonyms	example_sentences	cross_references	lit_mountain	lit_ring	lit_schleicher	lit_strasbourg	swadesh_207	sound_changes	r0-1	r0-2	r0-3	r0-4	r1-1	r1-2	r1-3	r1-4	r1-5	r1-6	r1-7	r1-8	r1-9	r1-10	r1-11	r2-1	r2-2	r2-3	r2-4	r2-5	verb_derivation
26960	léɣeti	ˈle.ɣe.ti	untested			untested	to lie (recline)		verb				thematic	root	legh		legh-e-ti						draft	simplex	inherited		verb; *leǵʰ- or *ḱey-																											1																						
27179	ðṓmos	ˈðoː.mos	untested	ðṓmozio	ˈðoː.mo.z͡jo	untested	"thing, object"		noun		o	m			dʰoh₁m		dʰóh₁mos						canon	simplex	inherited																		Possession	Objects																																
27254	plévī	ˈple.wiː	untested	pleviiā́s	ple.wi.ˈjaːs	untested	rudder		noun		ī/iā	f											hold			Matasović 2009																	Basic actions and technology	Tools																																
27428	léuks	ˈle͡wks	untested	lukés	lu.ˈkes	untested	light		noun		root noun	f			lewk		léwks		lukés				hold		inherited				*lowko-		Lat. lūx 'light'												The physical world	Light and darkness																																
27536	arktoménos	ark.to.ˈme.nos	untested	arktoménozío	ark.to.ˈme.no.z͡jo	untested	personal epithet lit. 'bear-mind'		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
27559	βlṓtus	ˈβloː.tus	untested	βlōtóus	ˈβloː.to͡ws	untested	flower		noun		u	f			bʰleh₃			ˈbʰleh₃.tus					canon		inherited																		Agriculture and vegetation	Plant parts										flower																						
27730	megés	me.ˈges	untested			untested	1.sg genitive pronoun		pronoun								meǵés						draft	remodeling	innovation																		Quantity	Pronouns																																
28231	gvéitom	ˈgʷej.tom	untested	gvéitozio	ˈgʷej.to.z͡jo	untested	food		noun		o	n			gʷeyh₃		gʷeyh₃tom						canon		inherited				*beto-		Lat. vīta 'life'												Food and drink	Foods																																
28252	spéweti	ˈspe.we.ti	untested			untested	to spit		verb				thematic	root	spew		spew-e-ti						draft	simplex	inherited		verb; *spyew-																											1																						
28423	gvetudervís	gʷe.tu.der.ˈwis	untested	gvetudervéis	gʷe.tu.der.ˈwe͡js	untested	pine tree (lit. pitch-tree)		noun		i	mf			gʷet + der								canon	compound	innovation																		Agriculture and vegetation	Trees																																
28622	ágros	ˈag.ros	untested	ágrozio	ˈag.ro.z͡jo	untested	field		noun		o	m			h₂eǵr		h₂éǵros						canon	simplex	inherited					*akra-	Lat. ager 'field'												Agriculture and vegetation	Farming																																
29049	neɣʷrós	neɣʷ.ˈros	untested	neɣʷrózio	neɣʷ.ˈro.z͡jo	untested	kidney		noun		o	m					negʷʰrós		negʷʰrósyo				draft	simplex	inherited																		The body	Internal organs																																
29152	ɣvónɣvom	ˈɣʷon.ɣʷom	untested	ɣvónɣvozio	ˈɣʷon.ɣʷo.z͡jo	untested	mushroom		noun		o	n			gʷʰengʷʰ		gʷʰóngʷʰom						canon		inherited																		Agriculture and vegetation	Wild plants																																
29253	lóizā	ˈlo͡j.zaː	untested	lóizās	ˈlo͡j.zaːs	untested	"furrow; track, trail"		noun		ā	f			leys		lóyseh₂						canon		inherited																		Agriculture and vegetation	Farming																					1								1	1		
29255	vezugantós	we.zu.gan.ˈtos	untested	vezugantózío	we.zu.gan.ˈto.z͡jo	untested	personal epithet lit. 'good/well born'		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
29688	vḗros	ˈweː.ros	untested	vērozio	weː.ro.z͡jo	untested	"true, trustworthy"		adj		o/ā				weh₁								canon		inherited																		Emotions and values	Virtue and character																																
29761	βoiðós	ˈβo͡j.ðos	untested	βoiðózio	ˈβo͡j.ðo.z͡jo	untested	"trustworthy, faithful, honest"		adj		o/ā				bʰoydʰ		bʰoydʰós						canon		inherited																		Emotions and values	Virtue and character																																
29800	néi	ˈne͡j	untested			untested	not indeed; emphatically not; if not; unless		particle														draft																				Speech and language	Function words																																
29873	ruðrós	ru.ˈðros	untested	ruðrózio	ru.ˈðro.z͡jo	untested	red		adj		o/ā				h₁rewdʰ		h₁rudʰrós						canon		inherited		doublet with rouðós		*rud-i-		Lat. rubere												The physical world	Color										1																						
30053	ɣandvā́	ɣan.ˈdwaː	untested	ɣandvā́s	ɣan.ˈdwaːs	untested	tongue; language		noun		ā	f			ǵʰn̥dw	review_zero_grade_or_stem	ǵʰn̥dwéh₂						canon		inherited																		Speech and language	Language										tongue (organ)																						
30097	vezugénos	we.zu.ˈge.nos	untested	vezugénozío	we.zu.ˈge.no.z͡jo	untested	personal epithet lit. 'good family'		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
30108	iúvankos	ˈju.wan.kos	untested	iúvankozio	ˈju.wan.ko.z͡jo	untested	young		adj		o/ā				h₂ey		h₂yúHn̥ḱos						canon	simplex	inherited																		Emotions and values	Age												1										1		1			1	1			1	
30111	dóru	ˈdo.ru	untested	dróvs	dro͡ws	untested	wood		noun		u	n			der		déru						canon	simplex	inherited																		Agriculture and vegetation	Trees																																
30295	róuðos	ˈro͡j.ðos	untested	róuðezos	ˈro͡j.ðe.zos	untested	"redness; embarrassment, arousal"		noun		s	n			h₁rewdʰ		h₁rowdʰos						canon		inherited																		Emotions and values	Affect																																
30348	katuékvos	ka.tu.ˈe.kʷos	untested	katuékvozío	ka.tu.ˈe.kʷo.z͡jo	untested	"personal name, lit. 'battle-horse'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
30393	βatonóman	βa.to.ˈno.man	untested	βatonaméns	βa.to.na.ˈmens	untested	religious name; divinely or ritually conferred name		noun		man/mén-	n											draft	compound	innovation		"name given by religious leaders or, in some traditions, by divine entities"																Social organization	Name types					nóman; βā́ti; βāmā; βātus																											
30661	vezús	we.ˈzus	untested	vezú	we.ˈzu	untested	good		adj		u				h₁wes		h₁wesús						canon		inherited																		Emotions and values	Virtue and character										good																						
30793	dónts	ˈdonts	untested	dantés	dan.ˈtes	untested	tooth		noun		root noun	m			h₃don		h₃dónts						canon	simplex	inherited					*tanp- - *tunp-													The body	Head and face										tooth																						
31093	ðḗti	ˈðeː.ti	untested	ðénti	ˈðen.ti	untested	"to put, place; to dedicate, make (sacred)"		verb				athematic	root	dʰeh₁		dʰéh₁ti		*dʰh₁énti				canon	simplex	inherited		"athematic root present; sg/pl ē~e alternation from h₁ (neutral laryngeal — no coloring, unlike h₂ in βā́ti); paradigmatic class with βā́ti but different vowel quality; sacred/formulaic register; collocates with óitom ðḗti ""places an oath"" = ""swears"" (cf. Hittite lingain dai-, Greek hórkon tithénai); cf. Latin fēcit, Greek títhēmi"			*dedi-													Basic actions and technology	Physical manipulation				"óitom ðḗti divóimos ""he places an oath before the gods"" (oath formula)"	óitos; βā́ti						H-B2 éh₁ before C → ē (sg); H-A neutral + H-B3 h₁ drops (pl)																		1			
31413	ís	ˈis	untested	ízio	ˈi.z͡jo	untested	"pronoun, 3sg masculine"		pronoun								ís		ísyo				draft	simplex	inherited																		Quantity	Pronouns										he																						
31609	vḗntos	ˈweːn.tos	untested	vēntozio	weːn.to.z͡jo	untested	wind		noun		o	m			h₂weh₁								canon	simplex	inherited																		The physical world	Weather										wind											1	1		1			1					
31676	íd	ˈid	untested	ízio	ˈi.z͡jo	untested	"pronoun, 3sg neuter"		pronoun														draft	simplex	inherited																		Quantity	Pronouns																																
32006	seɣós	se.ˈɣos	untested	seɣózio	se.ˈɣo.z͡jo	untested	"forceful, domineering"		adj		o/ā				seǵʰ		seǵʰós						canon		inherited					*drauga-													Social and political relations	Power																																
32295	katuárktos	ka.tu.ˈark.tos	untested	katuárktozío	ka.tu.ˈark.to.z͡jo	untested	"personal name, lit. 'battle-bear; warrior name'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
32335	ég	ˈeg	untested			untested	"pronoun, 1.sg nominative"		pronoun								éǵh₂						draft	simplex	inherited																		Quantity	Pronouns										I																						
32389	vātís	waː.ˈtis	untested	vā́téis	ˈwaː.te͡js	untested	"seer, poet, prophet"		noun		i	m			weh₂		weh₂tis						canon		inherited																		Religion and belief	Sacred roles																																
32546	sessós	ses.ˈsos	untested	sessozio	ses.ˈso.z͡jo	untested	"seated, having sat"		adj		o/ā				sed		sedtós		sedtósyo				canon	simplex	inherited																		Motion	Posture																1																
32629	ðubús	ðu.ˈbus	untested	ðubú	ðu.ˈbu	untested	deep		adj		u				dʰub		dʰubús						canon	simplex	inherited				*dubno-	*deupa-													Spatial relations	Position																																
32914	svādugantós	swaː.du.gan.ˈtos	untested	svādugantózío	swaː.du.gan.ˈto.z͡jo	untested	"personal name, lit. 'sweet-born'"		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
32930	ɣvéneti	ɣʷe.ˈne.ti	untested	ɣʷénonti	ɣʷe.ˈnon.ti	untested	"to strike, beat, harm"		verb				thematic	root	gʷʰen		gʷʰéneti		gʷʰénonti				canon	simplex	inherited		"thematic root present; apotropaic inscription verb (""let no villain strike me""); cf. PC *gweneti (OIr. gonaid ""kills""), PIt *gʷʰen- (Lat. -fendō in dēfendō, offendō), PGmc noun only (*gundiz ""battle""), PBS meaning-shifted (Lith. genù ""drive"")"																Warfare and hunting	Combat				"ne me duzvirós ɣʷéneti ""let no villain strike me"" (apotropaic formula)"	duzvirós; né					to hit																			1			
32938	kā́dos	ˈkaː.dos	untested	kā́dezos	ˈkaː.de.zos	untested	hatred		noun		s	n			ḱeh₂d		ḱéh₂dos		ḱéh₂d-es-os				canon		inherited				*klldo-														Emotions and values	Affect																																
33038	morianɣvís	mor.ian.ˈɣʷis	untested	morianɣvéis	mor.ian.ˈɣʷe͡js	untested	sea-serpent		noun		i	mf											canon	compound	innovation																		Animals	Sea creatures																																
33536	deivós	dej.ˈwos	untested	deivózio	dej.ˈwo.z͡jo	untested	"god, deity"		noun		o	m			deyw			dey.wós					canon	simplex	inherited																		Religion and belief	Deities																																
33709	leiðrā́	le͡jð.ˈraː	untested	leiðrā́s	le͡jð.ˈraːs	untested	small amount		noun		ā	f			leyH		liHdʰreh₂						canon		inherited																		Quantity	Measure																																
33711	lanɣús	lan.ˈɣus	untested	lanɣú	lan.ˈɣu	untested	light (of weight)		adj		u				h₁ln̥gʷʰ	review_zero_grade_or_stem	h₁ln̥gʷʰús						canon		inherited				*skamo-	*lungra-													Quantity	Measure																																
33749	βugā́	βu.ˈgaː	untested	βugā́s	βu.ˈgaːs	untested	"flight, escape"		noun		ā	f			bʰug		bʰugéh₂						hold		inherited																		Motion	Flight																																
33753	svekrús	swe.ˈkrus	untested	svekróus	swe.ˈkro͡ws	untested	mother-in-law		noun		u	f											draft																				Kinship	Extended kin																																
33895	ákmō	ˈak.moː	untested	akmonés	ak.mo.ˈnes	untested	"stone, rock"		noun		mō/né-	m			h₂éḱ		h₂éḱmō		h₂éḱmonés				draft	simplex	inherited																		The physical world	Landscape		targóm			targóm; targā́; palzóm; palzā́; grā́wō																											
33911	áɣos	ˈa.ɣos	untested	áɣezos	ˈa.ɣe.zos	untested	anxiety		noun		s	n			h₂egʰ		h₂égʰos						canon	simplex	inherited																		Emotions and values	Affect																																
34038	sodéieti	so.ˈde.je.ti	untested	sodéionti	so.ˈde.jon.ti	untested	"to set, seat, cause to sit"		verb				thematic	*-éye/o-	sed		sodéyeti		sodéyonti				draft	simplex	inherited																		Motion	Posture																																causative
34142	manús	ma.ˈnus	untested	manú	ma.ˈnu	untested	"small, tiny"		adj		u							mn̥.ˈus					canon		inherited																		Emotions and values	Size and measure										small																						
34218	morí	mo.ˈri	untested	móréis	ˈmo.re͡js	untested	sea		noun		i	n			mer			ˈmo.ri					canon		inherited																		The physical world	Sea and lake										sea																						
34286	mā́ks	ˈmaːks	untested	magés	ma.ˈges	untested	"great, mighty as title or epithet; e.g. X the Great"	"archaic, formal"	noun		-ks/-gés	mf			meǵh₂		mh₂eǵs		mh₂eǵés				draft	simplex	?																																																			
34346	agnós	ag.ˈnos	untested	agnózio	ag.ˈno.z͡jo	untested	lamb		noun		o	m			h₂egʷn		h₂egʷnós						canon	simplex	inherited				*owigno-		Lat. agnus												Animals	Domestic animals																																
34563	ðréβos	ˈðre.βos	untested	ðréβezos	ˈðre.βe.zos	untested	"dregs, debris"		noun		s	n			dʰrebʰ		dʰrébʰos						canon		inherited					*drabiz-n.													The physical world	Substance qualities																																
34575	régvos	ˈre.gʷos	untested	régvozio	ˈre.gʷo.z͡jo	untested	darkness		noun		o	m			h₁regʷ		h₁régʷos						canon		inherited					*rekwiz-													The physical world	Light and darkness							1																									
34782	megéi	me.ˈge͡j	untested			untested	1.sg dative pronoun		pronoun								meǵéi						draft	remodeling	innovation																		Quantity	Pronouns																																
34836	wérpeti	ˈwer.pe.ti	untested			untested	to throw		verb				thematic	root	werp		werp-e-ti						draft	simplex	inherited		verb; gap #19; *h₁yeh₁- or *gʷelh₁-																											1																						
35073	dwiɣimós	dwi.ɣi.ˈmos	untested	dwiɣimozio	dwi.ɣi.mo.z͡jo	untested	two year old (lit. two winter)		adj		o/ā						dwiǵʰimos		dwiǵʰimosyo				draft	simplex	inherited																		Quantity	Age reckoning																																
35094	ad	ad	untested	—	—	untested	at		adp		indecl				h₂ed		h₂ed	ʕed					canon	simplex	inherited																		Spatial relations	Adpositions										at																						
35156	argantóm	ar.gan.ˈtom	untested	argantózio	ar.gan.ˈto.z͡jo	untested	silver		noun		o	n			h₂erǵ		h₂r̥ǵn̥tóm						canon	simplex	inherited				*arganto-		Lat. argentum												The physical world	Metals and minerals																																
35282	alβárktos	al.ˈβark.tos	untested	alβárktozio	al.ˈβark.to.z͡jo	untested	white-bear		noun		o	m											canon	compound	innovation																		Animals	Wild mammals																																
35318	vezuklévezos	we.zu.ˈkle.we.zos	untested	vezuklévezozío	we.zu.ˈkle.we.zo.z͡jo	untested	personal epithet lit. 'good (and) famous'		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
35397	gvṓvs	ˈgʷoːws	untested	gvóus	ˈgʷo͡ws	untested	cow		noun		u	mf			gʷou		gʷéh₃ws		gʷh₃-éu-s				canon		inherited																		Animals	Domestic animals																																
35685	mā́kō	ˈmaː.koː	untested	makonés	ma.ko.ˈnes	untested	poppy		noun		ō/nés	m			meh₂k		méh₂kō		mh₂konés				draft																				Agriculture and vegetation	Wild plants																																
35843	potís	po.ˈtis	untested	potís	po.ˈte͡js	untested	"husband, head of household"		noun		i	m			pot		potis						canon		inherited																		Kinship	Marital relations										husband																						
35882	ðūmós	ðuː.ˈmos	untested	ðūmózio	ðuː.ˈmo.z͡jo	untested	smoke		noun		o	m			dʰews		dʰuh₂mós						canon		inherited																		The physical world	Weather										smoke																						
35888	krénɣos	ˈkren.ɣos	untested	krénɣozio	ˈkren.ɣo.z͡jo	untested	ring		noun		o	m			krengʰ		kréngʰos						canon		inherited																		Clothing and grooming	Adornment							1																									
36143	melisvādús	me.li.swaː.ˈdus	untested	melisvādóus	me.li.swaː.ˈdo͡ws	untested	"personal name, lit. 'honey-sweet'"		noun (name)		u	mf											draft	compound	innovation																		Names	Personal names																																
36219	tánā	ˈta.naː	untested	tánās	ˈta.naːs	untested	"stretch of time, length"		noun		ā	f			ten		tń̥eh₂						canon		inherited																		Time	Duration																																
36349	névan	ˈne.wan	untested			untested	nine		num		indecl				h₁newn̥	review_zero_grade_or_stem	h₁néwn̥						canon		inherited																		Quantity	Cardinal numbers							1																									
36452	véidos	ˈwe͡j.dos	untested	véidozio	ˈwe͡j.do.z͡jo	untested	seen		noun		o	n			weyd		wéydos	ˈwej.dos					draft		inherited																		Sense perception	Sight																																
36683	téktō	ˈtek.toː	untested	tektonés	tek.to.ˈnes	untested	"craftsperson, maker, smith"		noun		ō/nés	m					tétḱō		tetḱonés				draft		inherited																		Basic actions and technology	Making and crafting																																
36688	piskós	pis.ˈkos	untested	piskózio	pis.ˈko.z͡jo	untested	fish		noun		o	m			pisk		piskós						canon		inherited					*fiska-	Lat. piscis m. 'fish'												Animals	Sea creatures										fish																						
36898	áios	ˈaɪ.os	untested	áiezos	ˈaɪ.e.zos	untested	"copper, bronze; (earlier) metal"		noun		s	n			h₂ey		h₂éyos						canon	simplex	inherited		"PIE *h₂éy-os 'copper, bronze'; s-stem neuter; gen. áiezos from *h₂éy-es-os; Ghandwa form via h₂ coloring → a, VHV → V̄ not applicable here, final s-stem regular"	theologically: copper retains more engman than iron — its orange color and low working temperature reflect proximity to the primordial fire; softness = closeness to fire; counterpart to santóm in the engman gradient	*ayos-	*aiz- (ore	"aes, aeris (Latin, bronze/copper"		"áyas- (metal, iron"										The physical world	Metals and minerals					santóm; éngman; méltrom; melðániios																											
36977	ðúktēr	ˈðuk.teːr	untested	ðuktrés	ðuk.ˈtres	untested	daughter		noun		r	f			dʰewgh₂		dʰugtḗr						canon	simplex	inherited																		Kinship	Core kin																							1						1			
37075	voléieti	wo.ˈle.je.ti	untested	voléionti	wo.ˈle.jon.to	untested	"to choose, to cause to want"		verb				thematic	*-éye/o-	welh₁		wolh₁éyeti		*wolh₁éyonti				draft	simplex	inherited																		Cognition	Volition																																causative
37098	tigrís	ti.ˈgris	untested	tigréis	ti.ˈgre͡js	untested	"large, striped, predatory cat of forest environs"		noun		i	mf											canon	simplex	loan																		Animals	Wild mammals																																
37205	árktī	ˈark.tiː	untested	arktiiā́s	ark.ti.ˈjaːs	untested	she-bear		noun		ī/iā	f											draft	derivation	innovation																		Animals	Wild mammals																																
37212	nókts	ˈnokts	untested	noktés	nok.ˈtes	untested	night		noun		root noun	f			nokʷ		nókʷts						canon		inherited				*noxtV-	*naht-	Lat.												Time	Periods										night					1																	
37286	dákru	ˈda.kru	untested	dakróus	da.ˈkro͡ws	untested	tear (of an eye)		noun		u	n			h₂eḱ		dáḱru						canon	simplex	inherited	Ringe 2017	archaic u-stem preserved alongside thematized o-stem dákrom; see dákrom for full cognate and lore data		*dakro-	*tagra- - *trahna-	Lat. lacrima												The body	Bodily substances					dákrom																											
37412	píboti	ˈpi.bo.ti	untested	píbonti	ˈpi.bon.ti	untested	to drink		verb				thematic	Ci-reduplicated	peh₃		piph₃éti		*piph₃ónti				canon	simplex	inherited				*abon-		Lat. amnis												Food and drink	Eating and drinking					pṓklom; méðu					to drink																						
37485	leiðrā	le͡j.ðraː	untested	leiðrās	le͡j.ðraːs	untested	"pour, measure; ingot"		noun		ā	f											draft	simplex	inherited																		Basic actions and technology	Tools																																
37748	kréps	ˈkreps	untested	karpés	kar.ˈpes	untested	(living) body		noun		root noun	mf			kr̥p	review_zero_grade_or_stem	kréps		kr̥p-és				canon		inherited																		The body	Body (whole)																																
37884	sī́	ˈsiː	untested	siā́s	si.ˈaːs	untested	3sg feminine pronoun		pronoun														draft	simplex	inherited																		Quantity	Pronouns																																
37978	vektís	wek.ˈtis	untested	vektéis	wek.te͡js	untested	bogey		noun		i	mf			wekʷ		wekʷtis						canon		inherited																		Religion and belief	Spirits and supernatural																																
38010	gvénā	ˈgʷé.naː	untested	gvénās	ˈgʷé.naːs	untested	woman		noun		ā	f			gʷen		gʷéneh₂						canon		inherited				"*benA,*bena"	*kwenon-													Social and political relations	Persons										woman											1											
38186	ɣarā́	ɣa.ˈraː	untested	ɣarā́s	ˈɣa.raːs	untested	"guts; fortitude, health"		noun		ā	f			ǵʰr̥H	review_zero_grade_or_stem	ǵʰr̥Héh₂						canon		inherited																		The body	Internal organs																																
38381	ɣostís	ɣos.ˈtis	untested	ɣóstis	ɣos.ˈte͡js	untested	"guest, stranger"		noun		i	mf			gʰos		gʰóstis						canon		inherited				*ufo-	*gasti-	"Lat. hostis m. 'stranger, enemy'"												Social and political relations	Social roles																																
38455	vā́tus	ˈwaː.tus	untested	vā́tóus	ˈwaː.to͡ws	untested	inspiration		noun		u	m			weh₂		wéh₂tus						hold		inherited				*witu-														Religion and belief	Sacred roles																																
38910	párdus	ˈpar.dus	untested	pardóus	par.ˈdo͡ws	untested	fart		noun		u	m			perd		pr̥dús						canon		inherited				*frikka	*fertan- - *fretan-	Lat. pedo												The body	Bodily functions																																
38925	melī́nā	me.ˈliː.naː	untested	melī́nās	me.ˈliː.naːs	untested	"personal name, lit. 'honey-do'"		noun (name)		ā	f											draft	compound	innovation																		Names	Personal names																																
38927	mártus	ˈmar.tus	untested	martu	mar.tu	untested	dead		adj		u				mer		mr̥tus						canon		inherited																		Emotions and values	Life and death																																
38978	gvartós	gʷar.ˈtos	untested	gvartózio	gʷar.ˈto.z͡jo	untested	praised		noun		o	m			gʷr̥H	review_zero_grade_or_stem	gʷr̥Htós						canon		inherited																		Emotions and values	Social standing																																
39033	témos	ˈte.mos	untested	témezos	ˈte.me.zos	untested	darkness		noun		s	n			temH		témHos						canon		inherited				*temeslo-	*þemra-	Lat. tenebrae												The physical world	Light and darkness							1																									
39047	klutós	klu.ˈtos	untested	klutózio	klu.ˈto.z͡jo	untested	"heard; famous, reputed"		adj		o/ā				ḱlew		ḱlu.ˈtos	ḱlu.ˈtos					canon		inherited																		Sense perception	Hearing																																
39071	gvétu	ˈgʷe.tu	untested	gvetóus	ˈgʷe.ˈto͡ws	untested	pointed stick		noun		u	n			gʷet		gʷétu						canon		inherited																		Basic actions and technology	Tools										stick																						
39085	ɣvérīnos	ˈɣʷe.riː.nos	untested	ɣverīnozio	ˈɣʷe.riː.no.z͡jo	untested	having to do with wild animals		adj		o/ā				ǵʰwer		ǵʰwerihₓnos						canon		inherited																		Animals	Animal qualities																																
39150	agnís	ag.ˈnis	untested	agnéis	ag.ˈne͡js	untested	god		noun		i	m			h₁engʷ		h₁n̥gʷnís	ʔn̥gʷ.ˈnis	h₁n̥gʷnéis	ʔn̥gʷ.ˈne͡js			canon	simplex	inherited																		Religion and belief	Deities																																
39225	kalnéuti	kal.ˈnew.ti	untested	kalnuénti	kal.nu.ˈen.ti	untested	"to hearken, attend (reverently)"	religious	verb				athematic	*-néw-/-nu-	ḱlew		ḱl̥néwti		*ḱl̥nuénti				canon	simplex	inherited		"nasal infix present (inherited PIE formation); first nasal infix verb in lexicon; sacred register — reverential listening, the kind done when a βā́ti-speaker pronounces; everyday counterpart kléveti (#425); ḱl̥- > kal- by centum ḱ→k + syllabic l̥→al; -néw- surfaces as -neu-; cf. Skt. śṛṇóti, PC *klinutor (only sister to retain nasal infix)"																Sense perception	Hearing	sacred	kléveti			kléveti; klévos; klutós; klútom						nasal infix -n(é)- inserted before root-final -w-	1															1					
39232	so͡jtós	so͡j.ˈtos	untested	so͡jtózio	so͡j.ˈto.z͡jo	untested	magic		noun		o	m			soy		soytós						canon		inherited					*sada-	"Lat. satis, sat adv. 'enough, sufficient'"												Religion and belief	Spirits and supernatural																																
39346	dā́nvī	ˈdaːn.wiː	untested	danviiā́s	daːn.wi.ˈjaːs	untested	"feminine water-spirit, water-nymph"		noun		ī/iā	f			deh₂n		deh₂nuih₂						canon	derivation	innovation		ī/iā-stem feminine derivative of dānu via *-ih₂- suffix; dialectal Daunī ~ Dauniā- (ānw → aun diphthongization)	both title and class noun: a Dānwī is any well-woman or spring-spirit; the individual of the Woman in the Well myth is unnamed beyond the class title; cf. Paracelsus's undines as functional parallel													danvivéits		Religion and belief	Spirits and supernatural					dā́nu; danvivéits; sakrovéstrom; dákrom																											
39498	skólom	ˈsko.lom	untested	skólozio	ˈsko.lo..z͡jo	untested	"crack, cleft, fissure"		noun		o	n			skelH								draft	derivation	innovation																		The physical world	Landscape																																
39644	vezuvḗros	we.zu.ˈweː.ros	untested	vezuvḗrozío	we.zu.ˈweː.ro.z͡jo	untested	personal epithet lit. 'good (and) true'		noun (name)		o	m											draft	compound	innovation																		Names	Personal names																																
39710	smervom	smer.wom	untested	smervozio	smer.wo.z͡jo	untested	grease		noun		o	n											hold	derivation	innovation																		Food and drink	Foods																																
40115	ɣelús	ge.ˈlus	untested	ɣelú	ge.ˈlu	untested	yellow		adj		u				ǵʰelh₃		ǵʰelh₃us						canon		inherited				*gelo-	*gelwa- - *gulu-	Lat. heluus												The physical world	Color										yellow																						
40305	ðubnióm	ðub.ni.ˈom	untested	ðubniózio	ðub.ni.ˈo.z͡jo	untested	the underworld		noun		o	n			dʰub		dʰubniom						canon	derivation	innovation																		Religion and belief	Sacred places																																
40516	ɣvḗr	ˈɣʷeːr	untested	ɣverés	ɣʷe.ˈres	untested	"wild animal, beast"		noun		root noun	mf			ǵʰwer		ǵʰwḗr		ǵʰwer-és				canon		inherited																		Animals	Wild mammals										animal																						
40755	gelús	ge.ˈlus	untested	gelú	ge.ˈlu	untested	cold		adj		u				gel		gélus						canon		inherited					*kalan-	"Lat. gelus m. 'cold, frost, ice'"												The physical world	Ice and cold										cold																						
40829	martís	mar.ˈtis	untested	martéis	mar.te͡js	untested	death		noun		i	f			mer		mr̥tis						canon		inherited																		Emotions and values	Life and death																																
40994	kalnós	kal.ˈnos	untested	kalnózio	kal.ˈno.z͡jo	untested	holly (tree)		noun		o	m			kl̥en	review_zero_grade_or_stem	kl̥enós						hold		inherited					*hluni-													Agriculture and vegetation	Trees																																
41482	svordis	swor.ˈdis	untested	svordís	swor.ˈde͡js	untested	"dirt, stain"		noun		i	f			swerd		swórdis						canon		inherited																		Agriculture and vegetation	Plant qualities																																
41602	βúeti	ˈβu.e.ti	untested	βúonti	ˈβu.on.ti	untested	to become; to be		verb				thematic	root	bʰuH		bʰúHeti		bʰúHonti				hold	simplex	inherited		pending full resolution																Motion	Existence																																
41863	ɣidós	ɣi.ˈdos	untested	ɣidózio	ɣi.ˈdo.z͡jo	untested	kid		noun		o	f			gʰh₂eyd		gʰáydeh₂						canon		inherited																		Animals	Domestic animals																																
41909	sēklóm	seː.ˈklom	untested	sēklózio	seː.ˈklo.z͡jo	untested	sieve		noun		o	n			seh₁		seh₁tlóm						draft		inherited					*sedla-													Agriculture and vegetation	Farming																																
41914	anɣvís	an.ˈɣʷis	untested	anɣvéis	an.ˈɣʷe͡js	untested	"serpent, dragon, monster"		noun		i	mf			h₂engʷʰ		h₂éngʷʰis						canon	simplex	inherited																		Animals	Reptiles																																
42372	ðrāks	ˈðraːks	untested	ðraɣés	ðra.ˈɣes	untested	"dregs, debris"		noun		root noun	f			dʰreh₂gʰs	review_base_not_root	dʰréh₂gʰs						canon	simplex	inherited																		The physical world	Substance qualities																																
42889	koriorḗks	ko.ri.o.ˈreːks	untested	korioregés	ko.ri.o.re.ˈges	untested	"personal name, lit. 'army-king'"		noun (name)		root noun	m											draft	compound	innovation																		Names	Personal names																																
42933	viðús	wi.ˈðus	untested	viðéus	wi.ˈðo͡ws	untested	wild areas between farms/fields/settlements		noun		u	m						h₁widʰh₁.ús					hold		inherited																		Agriculture and vegetation	Wild land																																
43006	áksā	ˈak.saː	untested	áksās	ˈak.saːs	untested	axle		noun		ā	f			h₂eḱ			h₂eḱ.seh₂					canon	simplex	inherited																		Basic actions and technology	Tools																																
43086	somós	so.ˈmos	untested	somózio	so.ˈmo.z͡jo	untested	"same, similar, alike"		adj		o/ā				somH		somHós						canon		inherited				*somo-	*sama(n)-	Lat. semi												Quantity	Measure									1																							
